1	영화가 끝나고 자인이 드디어 보통의 삶을 영위하게 되었다는 에필로그 자막을 보고도 안도할 수가 없었다. 수많은 어린 자인들이 한 줄기 희망조차 없는 삶 속에서 자인을 낳고, 그 자인은 커서 또 자인을 낳고 그렇게 비극이 반복된다는 현실을 알고 있기 때문에. . 대안 없는 누군가의 삶을 눈으로 연민하고 있는 내가 밉고 고통스러웠다.
188	지루한데 집중하느라 기가 다 빠진다 ;; 내가 이걸 왜 보고 있어야하는지 단 한 부분도 납득하지 못함. 보는 내내 상영관 밖으로 나가고 싶은 영화는 처음.
189	핵 연쇄 반응에서, 플롯과 인물간의 다층적인 연쇄 작용으로.
190	사랑이 넘치네<3
191	생존 자체가 목적인 동물의 세계에 인간사가 보이네요 서열은 바뀔 수는 있지만 국한되어 있고 권력욕이 모두를 죽이는 줄도 모르고 어리석은 행동을 하는 무리들도 있고 대부분의 무리들은 생태계의 법칙에 순응하며 살고 언젠가는 다 내려놓고 생의 고리를 따라가야지요 영원한건 없잖아요 기술력은 완전 인정 BUT 현재의 것으로는 채워지지 않는 옛날의 그무엇이 점점 아쉬워질 것 같은 느낌 어른이가 된 우리
192	배우 강동원은 의외로 장르를 가리지 않는 대범함이 있다. 그리고 그것을 꽤나 잘 살린다.
193	내용은 코믹스랑 가장 비슷하던디 왜 흥행은...
194	나만 별로였던 게 아니었구나
195	첫 20분만으로도 아이맥스로 봐야될 이유는 충분하다.
196	라이온 킹은 나랑 동갑이다. - 아빠의 말을 빌리면 나랑 여동생은 라이온 킹 비디오가 늘어질 때까지 영화를 봤다고 한다. 기분이 안 좋아도 이 비디오만 틀면 그렇게 좋아했단다ᄒᄒ 알 수 없는 '아~~스벤야~~~왈왈이~~~치와와~~' 하는 오프닝을 쉴 새 없이 따라 부르면서... 그러다 스카나 쉔지와 같이 무서운 장면이 나오면 냅다 방으로 뛰어가 눈을 가리고 "끝났어?"라고 묻곤 했었다. 그래
197	ᄂ잼 꼰대파티 ᄌᄂ잼
198	좀 과하게 진지한것 보단 가끔을 웃을 때도 필요하다
199	저 섬에서 춤추고 노래하며 영원히 살고싶다
200	가장 좋아하는 내 배우에게도 혹여나 매너리즘이 온건가... 싶어 아쉬웠다.
201	콜린퍼스 1점+줄리안 무어 1점. 빅픽쳐를 위한 징검다리인건지, 그냥 맛탱이가 간건지...
202	현재를 즐기는 과거를 슬퍼하는 미래를 기대하는 시간을 사랑하는 법
203	근육 근육 근근육근육
204	오션스일레븐 허술한 짝퉁
205	조인성씨 발성 좀..
206	프랜차이즈 때문에 모았던 엑스맨 프랜차이즈 덕분에 모인 어벤져스 10년의 불확실한 큰 그림이 세상에 마상에
207	재난영화의 최고
208	결말로 딴지걸지말자 충분히 재밌다
209	짜릿하지만 여운이 남지 않는다.
210	액션 영화가 보여줄 수 있는 연출의 끝을 보여줬다. 물론 스토리는 이제 기대 안했으니 넘어가자
211	판도라 속에서 살고 싶을 정도로 끝내주는 영상미만큼은 인정.
212	추억을 되살려낸 감동, 그 외엔 딱히. 앞으로 마블 영화는 삼가기로.
213	좋은 드라마지만 아픈 역사를 위로받은 느낌이 덜해 못내 아쉽다.
214	뇌 빼고 보면 그럭저럭
215	덜 떨어졌지만 착한 친구 베놈
216	최두일과 여검사님!!! 요상하게 조인성의 나레이션이 별로였다
217	남편의 죽음과, 부부의 관계 이 두가지 추락을 낱낱이 해부하는 이 영화의 제목은 그야말로 영화를 관통한다.
218	인생애니 등극
219	캐리비안의 해적 짝퉁이라는 말 때문에 기대안했는데 꿀잼 ᄏᄏ
220	그낭 팝콘 무비가 되어버렸네...
221	어렸을 땐 진심 재밌었는데... 별 말 없이 같이 봐준 친구한테 고맙고 미안했다 ᄏᄏᄏ ᅲᅲ
222	1도 웃기지 않는 코미디.
223	이 소름 어떻하지? 뭐 이런 미친영화가 있나....국내외 통틀어서 올핸 곡성 뛰어넘는 영화는 못나온다.
224	...이 영화는 무엇을 우리에게 말해주고 싶었던걸까
225	그럼에도 내게 늘 불씨가 되는 픽사의 영화 어쩌면, 결국엔, 물복이 이기나 봐? 그치 믕아
226	굿! 개인적으로 매우 좋아함. 탐 크루즈의 연기가 항상 최고는 아니지만 언제나 저평가되고 있음.
227	롤랜드 에머리히가 영화감독으로서 보여줄 수 있는 최대치.
228	말, 그것이 가지는 가치와 책임에 대한 깨달음. 어떤이는 치열하게 땀을 흘리고, 어떤이는 반성하며 눈물을 쏟았다. 그 모든 과정을 통해 나는 민주주의의 희망을 보았다. 유죄인지 무죄인지는 더 이상 중요한 것이 아니었다.
229	오퍼레이션 리암니슨 섭외
230	와칸다라는 세계관을 넓히기 위한 영화. 생각보다 마블 특유의 유머는 없고 진중했다. 굉장히 생소한 문화가 신선하게 다가왔고 흑인 배우 위주인 게 좋았음.
231	스즈메 너 요즘 종종 한국에도 오더라?
232	선남선녀가 호연하는 즐거운 오락영화
233	이 영화는 아는 사람은 알겠지만 "열쇠 도둑의 방법"이란 일본영화를 리메이크한 작품이다. 그래서 이 영화를 보기 전 원작을 봤다. 역시 원작은 전형적인 일본영화답게... 흥미로운 소재로 시작하지만 짜지도 달지도 않게 슴슴하게 진행하다 끝나는지도 모르게 끝맺는다. 다행히 럭키는 국내정서에 맞게 나름 잘 각색되었다. 하지만 이 영화가 이 정도까지 나올 수 있었던 것은 각색때문이 아니라 유해진이 
234	세상에는 끝까지 척하는 사람들이 있는 한편 척하다 진심이 되어버리는 사람들이 있다
235	두렵도록 잘 쓰인 이야기다. 여성을 바라보는 감독의 시야가 지나치게 좁았다 그의 필모에 등장하는 시골의 어린 여자들은 대부분 성적으로 은밀한 사연이 있었다
236	찐따 베놈만 아니었어도..
237	다크 나이트와 함께 히어로 무비의 새 시대를 연 영화.
238	애니메이션영화를 좋아하게된 이유
239	앞으로 갔다가 뒤로 갔다가 잠시 끊었다가 다시 돌려봤다가, 테넷을 테넷처럼 봄.
240	흑의 세상 속에서 내면의 백을 숨기지 못한 그의 거룩한 삶을 흑백영화로.. 엔딩씬에서 그저 울었습니다 가슴이 아픈 눈물이 무엇인지 쉰들러님의 오열을 보고 같이 울면서 다시 한 번 느낄 수 있었네요.. 비록 전해지지 못할 지라도 쉰들러님과 스필버그 감독님께 깊은 존경과 감사를 전하고 유대인분들껜 과거의 위로와 미래의 축복을 전합니다..
241	말빨로집중도100%
242	귀엽고 재밌다 가볍게 보기 좋은 영화 그 안에서 눈물 흘릴때는 또 흘렸고 웃을때는 웃었다 노래도 좋았고 차태현-박보영-왕석현 케미가 좋았다 스토리적으로도 탄탄했고! 딱 이때 감성도 좋고 중간중간 좋아하는 장면들도 꽤 있는 영화 ᄒᄒ
243	북풍, 총풍, 대북 공작을 배경으로 한 <로미오와 줄리엣>.
244	장화신은 고양이는 완벽한 선택이였다.
245	기술과 정통이 절묘한 조화를 이루기를 "희망"하는 시선.
246	누구님과 오버랩 했으면 좋겠네. 참. 딱 배우 손예진의 역할이었던듯!
247	나약한 꿈에서 깨어나 현실을 지키는 강한 책임감
248	존윅시리즈 마무리형으로 좀 아쉽다
249	첫번째 쿠키영상 땜에 반개 정도 더 줌ᄏᄏᄏ 이런 맛에 프랜차이즈 시리즈물 보는 것 아닙니까?
250	나 또 자버렸어 엉엉 이렇게 법정 장면 위주일지 몰랐다 다시 제대로 보고 싶다......
251	여름밤 에어컨보다 시원한 가슴 철렁임 . 한 문장으로 표현한다면 '이야기는 단순하고, 액션은 쫄깃'하다. 초반부를 제외하고는 단 한 순간도 지루함이 없기 때문에 팬이라면 과거 에이리언의 오마주에 두 팔 벌려 반길 것이고, 처음 접하는 관객이라면 여름밤에 어울리는 공포 영화가 될 것이다. 이처럼 <에일리언: 로물루스>는 두 마리 토끼를 다 잡은 셈이다. 알면서도 긴장하게 만드는 추격씬에 가까스
252	뇌빼고보기는좋은듯 재밋긴하당
253	에... 뭐... 무난합디다...! 소름 돋을 정도의 CG가 놀랍긴 하드라...
254	내가 사랑했던 그 시간을 사랑하기 위해 이별을 시작했다.
255	영화 다 보자마자 "중구난방"이라는 말이 계시처럼 머릿속에 떠오름
256	수많은 사람들의 예상을 뛰어넘거나 완전히 깨뜨리고 또 다시 한번 더 도약을 노린다 그리고 마블과 DC 사이엔 넘을 수 없는 4차원의 벽이 생기고..
257	해피엔딩이지만 아쉬운 결말
258	1. 원일병 헝엉엉 2. 혜원맥 머리내림
259	후반부에서 두 번이나 잠들어서 세 번 째가 되어서야 끝까지 볼 수 있었다. 슬픔은 결코 나쁜 것만은 아니라는걸.. 하지만 빙봉 ᅮᅲ
260	정석이형!! ᅲᅲ
261	처음부터 주토피아에 입성할 때 황홀함을 느꼈다
262	히스레저의 다시볼수없는 싸이코연기
263	나 1년 기다리는거 너무 힘들었어
264	눈이 즐거운 오락영화 that's it~
265	모든장면이 명장면
266	결혼하고 싶어질 때마다 봐야겠다
267	드라마와 메시지로 승부한다.. 오락요소를 찾는 사람에게 재미없을듯...
268	허공으로 날아간 화살이 얼마나 떳떳하랴 조선시대 왕들이 왜 단명했는지 가장 장수한 왕의 스토리로 알 수 있었던 아이러니.
269	극장에선 예진씨의 처연한 눈망울과 가녀린 얼굴을 클로즈업할 때마다 펑펑 울었으나, 나오고 보니 허무함. 내용은 왕실 역사 미화로 흐를 수 있어서 조금 위험한 것 같고 조연들의 연기나 인물과 상황 설정이 작위적으로 느껴지기도 해서 여러모로 아쉬움이 많았다..
270	기술의 격차를 뒤집고, 한계를 돌파하며 매버릭이 증명해낸 것은 바로 전투기보다 중요한 파일럿. 즉, 인류라는 존재의 가치였다. 물론, 전작의 장점들을 놓치지 않고, 헌정했기에 이런 걸 떠나서도 재밌다.
271	강가에 흩날리는 자식을 부여잡는 부모의 오열과 피흘리며 쓰러지는 동료의 바랜 사진 한장이 모든것을 이야기해준다...우리는 함께 나아갔으며 이루었으며 지금도 벚겨진 운동화 한짝에 아픔을 담아 고쳐신고 그 길을 걸어가고 있다고...
272	해리슨포드가 좀 늙긴했지만 그래도 인디아나는 인디아나다. 자식까지 더해 한층 젊은 느낌도 준다.
273	우리 모두는 그때의 그들에게 빚이 있다 그리고 그 빚은 이미 표로 충분히 갚았다
274	sf영화를 이렇게 재미없게 만들기도 힘들거같아요 그런의미에서 감독존경
275	1편이 에단헌트의 시작이었다면 5편은 새로운 IMF의 시작
276	???: 언니! 재미없지!
277	명작. 재개봉해줘서 감사합니다.
278	진정한 인생 영화의 표본.
279	찝찝하다 진실의 속성이 그러한 것처럼
280	1차2차 연평해전의 영웅들은 절대로 잊어서는 안된다 그리고 이영화를 만드신 모든 분들도 박수받아야 마땅하다 하지만 아쉬움이 많이 남는건 어쩔수 없는 사실
281	이제 와서 이렇게까지 가슴이 뛰다니
282	소재에 집중하여 내놓는 힘이 좋다
283	한스 짐머? no. 이제 루드빅 고란손의 시대다
284	이번년도 본영화중에서 제일 마음에와닿고 제일 감동적인 영화였다
285	노래말고는 그냥 외모지상주의에서 시작해서 외모지상주의로 끝나는 느낌
286	듄 시리즈를 좋아하는 건 sf보다도 이 모든 것이 폴 도련님의 혁명이기 때문이라서 마지막 십 분이 가장 좋았던 듯 사실 파트 투에서 좋았던 건 전부 페이드 로타였고...
287	나는 왠지 애새끼스파이더맨시리즈중 파프롬홈이 가장 재밌었다..
288	역시 사람은 부유한 부모를 만나야 해. 새미의 아버지가 빌 게이츠 닮았다는 느낌이 들었는데 빌 게이츠 또한 부유한 부모를 뒀었지.
289	복수가 답일까? 이 질문은 제 3자가 하면 안된다 슬픔에 대한 복수를 어떻게 하냐 전체적인 영화 색감과 대사는 강렬했다
290	니가 알아서 나오소서
291	내가 포기하고싶지 않은 환상.
292	지금이 가장 소중한 시간
293	꿈이라면 좋을것 같은 현실을 사는 우리들 모습
294	참 행복하고 따뜻한, 조조로 보기 딱 좋았던 그런 영화
295	좋은 주제의식이기에 더욱 그것을 표현하는 자세는 진실되었어야 하지 않을지 201021
296	전투기 액션이 호쾌하고 36년 전의 그 배우가 여전히 멋짐을 뿜뿜하면서 이렇게나 훌륭한 액션영화를 만들어냈다는 데서 오는 감동.
297	캡틴 아메리카: 시빌워(2016). 오랜만에 이 사진첩 업데이트. 그동안 영화를 전혀 안봤나? 그건 아닐텐데 아마 다운받아서 본 영화가 없는 것 같다. 그러고보니 영화관에서 본 영화를 여기에 평을 남긴 적이 있던가.. 상영중인 작품인 만큼 다른 사진을 쓰기가 힘들다. 할리우드 영화야 때려부수는 맛에 보는 것이니 특별히 평을 쓸게 없는데 요번 주말에 몰아본 것들을 정리하는 차원에서... 윈터솔
298	어른을 위한 성장 만화...
299	무섭기는 하나 15세는 낮고 그렇다고 19가 될수는없고 기대에 충족시키지 못했다.다만 배우들의 연기력은 대단하다고 칭찬하고 싶다.주,조연 외에도 단역들의 연기력이 대단한 영화이다
300	엔딩크레딧 후에 두사람은 다시 불행해진다. 아내는 여전히 자기가 배려없는 걸 정당화하고, 남편은 아내를 빼앗기기 싫은 수컷일 뿐이지 아내랑 함께 할 얘기를 찾지 못한다.
301	세상 깔끔하게 신파극에서 탈출하여, 남북의 느슨한 연대를 꿈꾸다.
302	내가 꿈꿨던, 꿈꾸는, 꿈꿀 영화는 무엇일까. 데미언 셔젤 정말 미쳤어... 당신 땜에 영화를 더욱 열렬히 잘하고 싶어졌잖아.
303	후반에 힘이 좀 빠짐
304	OST를 섞을 것이라면 참고할 것.
305	감독이 사회적, 인생적 경험이 전반적으로 부족한 상태로 제작한 듯. 몰입이 안된다.
306	구원도 원인도 없는 참극 속에서, 무엇을 믿고 의지할 것인가.
307	그냥저냥 평범한 가족 영화네 평범하네 하고 보는데 왜 순수함에 눈물이..😂🥺
308	영화를 보면서 한효주가 어떻게 연기를 시작했을가 고민해보앗다
309	정도를 지키며 깔끔하게 이어나가는 흐릿한듯 선명한 그날의 새로운 이야기.
310	좀 지루한가 싶지만, 마지막 20분의 임팩트가 어머 또 보고 싶어, 소리 나오게 한다. 엔딩의 힘이고, 연기의 힘이며, 그 무엇보다 프레디와 퀸, 그리고 그들 음악의 힘이다.
311	매번놀라게하는 액션 및 스토리
312	전체적으로 지루했다. 호크룩스를 찾기 위한 대장정은 무슨 시작하지마자 끝나고 애들 연애하는 것만 주구창창 보여줘...
313	두 번 보니 이해간다. 새로운 시각의 흥미로움이 전부.
314	사실 이병헌이 진짜 2명인 건 아닐까
315	2편과는 비교가 안 되는 몰입감. 과하지 않은 연출과 스릴이 일품.
316	액션이 무엇인지 제대로 보여준다!
317	저 순간에 내가 박보영이 되고 싶었던 영화
318	보는 내내 긴장을 놓칠수 없었다. 좀비에 대해서 한국식으로 잘 해석한 잘만든 영화라 생각한다.
319	지옥에서 내가 안오니까 여길 불지옥으로 만들어 부렸다
320	알고있지만 모르는 이야기
321	엇.. 내가 왜 이 걸 5점 줬을까 하고 생각해보니.. 함께 본 추억 때문인거 같다.
322	Are you Thor, the God of Hammers?
323	처음 만난 장재현 감독님. 처음 만난 흥미로운 한국형 오컬트 영화.
324	캐릭터가 얼마나 중요한 것인지 알 수 있는 영화. 캐릭터의 매력. 볼 게 그 것 밖에 없는 것인가, 그 것이 독보적으로 뛰어난 것인가.
325	위트와 기발함으로 완등에 성공하다 (feat. 드론 사줘)
326	설정 뭐 그런거 모르고 보면 괜찮은 이야기다. 하지만 설정 그런거 모르는 사람은 이걸 볼 리가 없다.
327	킹스맨 시리즈는 항상 논란의 중심이 되고 있는 화두 하나씩은 꼭 던진다(논리적 설명 자체는 빈약하더라도). 1편은 지구의 입장에서 인류는 병균인가? 2편은 마약류는 왜 술담배와 달리 금지되었는가? 화려한 액션과는 별도로 생각할거리를 줘서 마음에 든다. / 군대에서 본 영화 (044/100)
328	힘들어도 참고, 기회를 기다려 잊지마. 난 네 편이야
329	전체적인 내용과 촬영기법에서 한국과 미국의 경계를 오고가는 기이한 현상과 느낌. 미디어적인 느낌과 향수는 미국스럽지만 내용은 한국이었다. 모두가 좋았지만, 그 사이 중간에 선 역할을 소화해낸 한예리의 연기도 좋았다. (스티븐 연의 한국어 실력이 많이 늘었다는게 체감되었고, 동료들에게도 많은 도움을 받았다고 들었는데 얼마나 많이 연습했을지 느낄 수 있었음ᄏᄏ)
330	불가항을 넘나들며 마침내 닫아낸 문
331	이르케 세련된 액션영화는 첨이양
332	캐릭터 들 이 영화를 지배한다.
333	불꽃놀이 같은 머리 폭발과 함께 내 스트레스도 폭발!
334	투캅스가 사제복을 입었다. 종교적 경건함보다 인간적 의지에 기댄 문제해결과 그 과정에서 드러나는 아웃사이더의 정의가 전형적인 영웅담을 구축한다. 도전적 소재를 강동원으로 무마.
335	뭐야 이정도면 꽤 훌륭한데?! 극장에서 못 본게 아쉽네
336	16.10.25
337	생각을 버리고 그냥 했다 편견이 없이 그냥 했다 뭐든 되어있었고 뭐든 할 수 있었다 인생은 검프처럼
338	생각보다재밌다...ᄒ..ᄒ
339	행복해 보이는게 다인 영화인 것 같다. 인생에 대해 이야기 하려는 건 좋았으나 주인공만 행복한 인생이지 않나. 시간여행으로 행복을 만들어 놓고 이젠 시간여행을 하지 않을 거란 다짐이 의문이었다. 오히려 단순 로맨스 영화였으면 더 좋았을지도...
340	스크린 독점이고 애국심 강요고 다 둘째 치고 일단 지루하고 뻔해
341	어찌할꼬, 부자의 간극은 마치 태산보다 높고 바다보다 깊은데.
342	우리의 기억은 지워지지 않았다
343	사실은 돼지는 괴로워
344	귀여운 히어로가 어색하지 않다니
345	19.11.21.
346	터닝메카드와 현대차 광고인줄 ~
347	살짝 지루하다. 마블이라 의리로 본 느낌이랄까...
348	쥐어짜지않고 담백한 느낌. 그저 보여주기만해도 충분히 분노하고 안타깝고 느낄 수 있다. 아버지의 사랑은 가지런한 신발 한 켤레
349	3점 줄까 4점 줄까 하다가... 한국 영화의 발전을 위해(?) 3점 투척...! 재미는 있는데... 우리나라라고 언제까지고 이런 완성도의 영화로 만족할 수는 없잖아요~~ - 2016. 2. 7. 롯데시네마 부평 3관 16:15
350	화산 폭발 이후 영화도 같이 폭발한 듯..
351	더 이상 자신을 구해줄 히어로가 없는 세상의 히어로가 되어버린 소년의 이야기.
352	감동을 위한 장치에 시간을 너무 허비한 듯하다
353	갈수록 개연성에 힘이 빠져가는게 느껴지지만, 그래도 배우들이 캐리한 영화다. 난 재밌더라 뭐..
354	ost가 너무 좋고 내용도 최고
355	관객 스스로 감정을 동요하게 하는 탁월한 연출과 각본.
356	운명에 대하여, 자유의지에 대하여, 투쟁에 대하여, 방송 윤리에 대하여 고뇌하는 철학적 고찰.
357	스토리 굿 인물들 화남 마지막 무서움
358	딱 예상대로의 영화였고, 류준열 너무 많이 나와서 좀 뵈기 시름... 연기도 비슷비슷 고만고만하고 몸은 좋으니 계속 제복입는 거 나오네.
359	비싼 서프라이즈 그래도 전편보단 낫다
360	역겹다. 그리고 그 역겨움이 더러운 현실을 고발하기 위한 도구라기 보다 더 자극적이기 위한 경쟁을 하는 것 같다. 한 마디로 숭고미가 없다고나 할까..?
361	노인 분장 최악. 민폐분장이 몰입 방해. 더 나쁜 엔딩까지. 이렇게 쥐어짜는 엔딩은 역대급. 사도가 살짝 미화됐지만 괜찮을 수도 있었는데.. 송강호 유아인이 아깝다.
362	역시!!!!라쿤이었어!!!! 2024.2.10.설날에 엄마랑
363	3D 아이맥스로 보세요. 그나저나 스파이더 걱정된다. 이름도 어쩜 챔피언이야?❤️
364	시빌워부터 마블영화 쭉 개노잼 실망 그자체였는데 이건 진짜 재밌다
365	그들도 일반적인 가정이였을까, 평범함에서 나오는 소름돋는 섬뜩함.
366	지브리는 내 스탈 아닌가봐
367	연기는 지렸다. 하지만 난 제대로된 역사를 알지 못해
368	이제는 너무 익숙해진 것 같다고 생각했는데 또 새로운게 나와서 나를 웃겨준다ᅮᅮ 중간중간 오, 벌써? 싶은 부분도 있었지만 (경찰이 시체 찾은거나 그런 세세한 부분?) 범죄도시니까 그러겠거니 하고 넘어갔다! 오히려 스토리 진행 빨라서 좋았음ᅮᅮ 1,2편과 달리 전일만이랑 장이수 안 나온건 좀 아쉬웠지만 이번엔 되려 빌런의 폭이 넓어져서 좋았다! 주성철의 가슴.......ᅮ 리키랑 양호, 히로
369	시작부터 시끄러웠는데 그만큼은 아니네
370	첨예한 침 끝에서 편집증에 사로잡히듯 감각이 곤두선다
371	내 나이 스물 넷. 당시, 지금의 '나'의 또래이거나 보다 어렸던 친구들은 강자 앞에서도 당당한 모습을 잃지 않았다. 현재, 나는 달디단 팝콘과 에어컨 빵빵한 장소의 안락한 영화관 의자에서 심야라는 자유로운 시간에 그들의 모습을 마주하였다.
372	제우스 너무 쉽게 물리침+악역 매력없음+개연성이 부족...
373	확실히 그때그사람들보단 재밌고 역사에 대한 여운이 짙다. 데보라심 연기가 개인적으로 제일 좋았다
374	근미래인가...
375	역사의 날것을 요리하는 솜씨는 단연 일등급 셰프인 스필버그
376	약 2년 전쯤 부터 슬램덩크 극장판이 나올꺼라는 루머가 나돌았고 2년 내내 오늘 만을 기다려왔다... 오프닝 음악이 나오고 그 ‘하이파이브’를 다시 본 순간 깨달았다 난 이 영화를 2년이 아니라 26년을 기다려왔다
377	하지만 주디는 명백한 약자인걸. 위트있게 차별에 대한 문제를 풀어나갔지만 곱씹을수록 불편하다. 본인의 권리를 보장받지 못한채, 다른 이를 차별할까봐 자기검열하는 모습이 위험해 보이기만 했다. 그리고 그 모양은 오늘날의 많은 여성들을 떠오르게 한다.
378	전작의 혹평과 피드백을 잘 반영한 케이스.
379	탁자를 들면 되잖아
380	울어라 울어라 하면서 일부러 슬픈 장면들을 계속 연결시키지만 오히려 그런 점 때문에 눈물은 하나도 안나왔던 영화. 이런식의 한국 신파영화 너무 싫다. 잔잔하게 감동을 줄 수는 없었나......
381	평이한 소재를 가지고 특별한 영화를 만들어내는 장인의 손길
382	케드릭디고리 경기 순간이동 우승컵
383	재판은 하나의 사건 속 수많은 이야기들을 책임 없이, 안온히 음미할 뿐이다. 가히 악식이라 할 수 있겠다. 영화도 또한 그렇다.
384	끝날 때까지 끝난 게 아닌 줄 알고 끝을 보았지만 아직 한참 남았다.
385	자 하나둘셋하면 우는겁니다
386	발전하고 또 발전하다, 마블의 색깔은 유지하며
387	비장한 해전 액션과 최민식의 카리스마로 많은 단점을 수몰시키려 한다.
388	이번 주 극장에서 <인셉션>을 보고 나오면서는, 이 감독의 그 참을 수 없는 보수주의에 치를 떨었다. 꿈/현실의 이분 구조에서 '꿈'은 창의이자 순수, 희망이자 진보다. 반면 현실은 누명의 공간이자 썩어버린 곳, 반드시 개혁되어야 할 공간이다. 주인공 코브의 현실이 아내 살인을 의심받는 도망자의 삶이듯 말이다. 그럼에도 코브는 꿈을 증오하면서 현실로, 그러니까 [원래의 자리로] 돌아가고자 애
389	정말 명작..디비디까지 구입하게 만든 인생영화
390	스토리 연기 연출 감상 음악
391	라이온킹 노래가 나오는 내셔널 지오그래피 채널
392	화려함에도 불구하고, 그 시절 2D 애니메이션이 더 그리워진 영화
393	킹스맨1에 물을 붓고 끓였다. 근데 국물만 싱거워진 모양새이다.
394	마! 살아있네!
395	초중반까지는 민주화운동의 비극을 잘나타내다가 후반으로 갈수록 진부하고 비현실적...차라리 덩케르크와 같이 실제 있던일 그대로를 활용해 긴장감을 유발할순 없었을까
396	해석할 게 많아서 다 보고도 재밌는 영화
